close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
145.94,146.52,144.094,146.08,22704166,145.5776240657,146.1561838982,143.7362077712,145.7172764391,22704166,0.0,1.0
145.14,146.67,143.69,144.92,27837730,144.7796105036,146.3058114411,143.3332109223,144.560156774,27837730,0.0,1.0
147.53,149.335,147.37,148.42,21564085,147.1636760204,148.9641941199,147.0040733079,148.0514661082,21564085,0.0,1.0
149.0,149.44,146.18,146.68,26829504,148.6300259407,149.0689333999,145.8170281343,146.3157866106,26829504,0.0,1.0
145.91,146.33,145.105,145.83,22563764,145.5476985571,145.9666556772,144.7446974103,145.4678972009,22563764,0.0,1.0
145.54,145.615,143.925,144.76,25208862,145.1786172847,145.2534310561,143.5676274062,144.4005540616,25208862,0.0,1.0
144.1,145.36,143.19,144.65,29128201,143.7421928729,144.9990642332,142.834452446,144.2908271968,29128201,0.0,1.0
143.68,145.47,142.78,142.82,38505405,143.3232357528,145.108791098,142.4254704954,142.4653711735,38505405,0.0,1.0
142.38,142.62,136.5,139.26,62499574,142.0264637144,142.265867783,136.1610640329,138.9142108222,62499574,0.0,1.0
141.16,143.06,140.79,142.12,40466549,140.8094930322,142.7047752421,140.4404117597,141.7671093067,40466549,0.0,1.0
140.1,144.0,139.87,143.62,71910044,139.7521250624,143.6424411776,139.5226961633,143.2633847356,71910044,0.0,1.0
151.46,153.62,151.185,152.8,36331833,151.0839176442,153.2385542618,150.8096004822,152.4205903607,36331833,0.0,1.0
153.51,153.78,151.43,152.06,27784259,153.1288273971,153.3981569743,151.0539921356,151.6824278157,27784259,0.0,1.0
152.185,152.535,151.01,151.1,26115494,151.8071174348,152.1562483682,150.6350350155,150.7248115412,26115494,0.0,1.0
151.87,153.05,149.54,150.065,29149069,151.4928995948,152.6699695988,149.1686850951,149.6923814953,29149069,0.0,1.0
148.7,149.855,148.1,148.54,25155644,148.3307708549,149.4829029352,147.7322606834,148.1711681425,25155644,0.0,1.0
147.04,147.182,145.5,145.89,21636129,146.6748927136,146.8165401209,145.1387166065,145.5277482181,21636129,0.0,1.0
145.99,148.39,145.84,147.1,32200369,145.6274999133,148.0215405996,145.4778723704,146.7347437307,32200369,0.0,1.0
146.38,146.45,144.38,144.74,34271867,146.0165315249,146.0863577115,144.0214976196,144.3806037226,34271867,0.0,1.0
143.48,144.21,141.99,142.05,25746417,143.1237323622,143.8519197377,141.6374321028,141.69728312,25746417,0.0,1.0
141.47,141.84,138.9,141.345,20968649,141.1187232875,141.4878045599,138.5551047192,140.9940336684,20968649,0.0,1.0
142.49,144.35,141.45,142.0,22670467,142.1361905792,143.991572111,141.0987729484,141.6474072724,22670467,0.0,1.0
142.65,143.195,141.82,142.67,18785514,142.2957932916,142.8394400308,141.4678542209,142.3157436306,18785514,0.0,1.0
142.08,145.22,140.635,143.49,24008722,141.7272086286,144.8594118598,140.285796632,143.1337075318,24008722,0.0,1.0
142.28,143.0,140.91,141.0,21320203,141.9267120191,142.644924225,140.560113794,140.6498903197,21320203,0.0,1.0
140.95,141.485,138.15,138.5,24759598,140.6000144721,141.1336860418,137.8069670048,138.1560979382,24759598,0.0,1.0
138.84,139.01,136.26,136.29,21403982,138.4952537021,138.664831584,135.9216599643,135.9515854729,21403982,0.0,1.0
135.73,137.1558,135.15,136.745,21661914,135.3929759794,136.8152356505,134.8144161469,136.4054556863,21661914,0.0,1.0
136.39,139.16,136.35,138.42,27137735,136.0513371682,138.8144591269,136.0114364901,138.076296582,27137735,0.0,1.0
138.92,139.63,137.08,137.25,24212147,138.5750550583,139.2832920947,136.7396238655,136.9092017474,24212147,0.0,1.0
138.17,139.45,136.48,138.55,23711220,137.8269173438,139.1037390432,136.1411136939,138.2059737858,23711220,0.0,1.0
139.69,140.36,138.78,139.63,18733017,139.3431431118,140.0114794701,138.4354026849,139.2832920947,18733017,0.0,1.0
140.23,141.14,139.75,140.78,16045712,139.8818022662,140.7895426931,139.402994129,140.4304365902,16045712,0.0,1.0
140.37,142.08,139.886,141.59,19567216,140.0214546396,141.7272086286,139.5386564345,141.2384253218,19567216,0.0,1.0
141.52,142.68,141.19,141.59,16780333,141.1685991351,142.3257188002,140.8394185407,141.2384253218,16780333,0.0,1.0
141.49,141.99,140.71,140.77,26532199,141.1386736265,141.6374321028,140.3606104035,140.4204614206,26532199,0.0,1.0
140.42,140.685,139.18,139.49,27488284,140.0713304872,140.3356724797,138.834409466,139.1436397213,27488284,0.0,1.0
138.34,141.695,138.065,138.97,49107179,137.9964952258,141.3431646018,137.7221780638,138.6249309059,49107179,0.0,1.0
136.65,137.47,136.08,136.84,25436155,136.3106915758,137.128655477,135.7421069128,136.5002197968,25436155,0.0,1.0
135.8,137.1478,132.43,132.63,32257967,135.4628021661,136.8072555149,132.1011700358,132.3006734263,32257967,0.0,1.0
132.6,133.51,131.18,131.62,50847113,132.2707479177,133.1784883446,130.854273845,131.2931813041,50847113,0.0,1.0
131.94,133.72,129.685,133.38,38722413,131.612386729,133.3879669047,129.3629860008,133.0488111408,38722413,0.0,1.0
132.57,133.5,131.57,133.38,30104775,132.2408224091,133.1685131751,131.2433054565,133.0488111408,30104775,0.0,1.0
132.52,133.0,131.26,131.81,29032831,132.1909465615,132.6697546988,130.9340752012,131.4827095251,29032831,0.0,1.0
133.29,133.335,131.36,132.38,31138011,132.959034615,133.0039228779,131.0338268965,132.0512941881,31138011,0.0,1.0
134.99,136.4,134.025,134.2,32260112,134.6548134345,136.0613123377,133.6922095752,133.8667750419,32260112,0.0,1.0
136.93,138.56,134.7,135.04,56767100,136.5899963226,138.2159489553,134.3655335182,134.7046892821,56767100,0.0,1.0
130.02,131.84,129.875,131.44,22897543,129.69715418,131.5126350337,129.5525142218,131.1136282527,22897543,0.0,1.0
130.99,132.14,128.25,128.95,27384784,130.664745624,131.8118901195,127.9315491738,128.6298110406,27384784,0.0,1.0
129.27,130.03,127.9,129.88,36669876,128.9490164655,129.7071293495,127.5824182404,129.5575018066,36669876,0.0,1.0
131.86,132.11,130.665,131.86,31442263,131.5325853728,131.7819646109,130.3405526144,131.5325853728,31442263,0.0,1.0
132.53,135.55,131.28,135.05,38988263,132.200921731,135.213422928,130.9540255403,134.7146644516,38988263,0.0,1.0
134.99,138.288,134.84,137.57,23967222,134.6548134345,137.9446243442,134.5051858916,137.2284071723,23967222,0.0,1.0
